RUDENS,rudens,c,UNRECOGNIZED,0
Gallants,gallants,c,SubjectivePercept,0
",",",",s,,0
YE,ye,s,OralCues,0
must,must,s,Insist,0
know,know,c,Insist,1
",",",",s,,0
I,i,s,FirstPer,0
dwell,dwell,s,ReportingEvents,0
in,in,s,ReportingEvents,1
the,the,s,,0
Celestial,celestial,s,SenseProperty,0
Palaces,palaces,s,SenseObject,0
above,above,c,Metadiscourse,0
",",",",s,Metadiscourse,1
a,a,s,,0
Subject,subject,s,LangRef,0
of,of,n,Specifiers,0
that,that,s,Specifiers,1
mighty,mighty,s,Intensity,0
God,god,s,CommonAuthorities,0
who,who,s,,0
shakes,shakes,s,Motions,0
all,all,s,,0
Nations,nations,c,CommonAuthorities,0
",",",",s,,0
Seas,seas,c,SenseObject,0
",",",",s,,0
and,and,s,,0
Earth,earth,c,SpaceRelation,0
.,.,s,,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
a,a,s,SelfDisclosure,2
bright,bright,s,Positivity,0
and,and,n,Positivity,1
shining,shining,s,Positivity,2
Constellation,constellation,c,AbstractConcepts,0
",",",",s,,0
as,as,s,,0
ye,ye,s,OralCues,0
see,see,s,SpaceRelation,0
me,me,c,SpaceRelation,1
",",",",s,,0
Arcturus,arcturus,s,UNRECOGNIZED,0
by,by,s,,0
Title,title,c,LangRef,0
",",",",s,,0
one,one,s,Numbers,0
who,who,s,Biographical_Time,0
never,never,s,Biographical_Time,1
failed,failed,s,StandardsNeg,0
to,to,n,StandardsNeg,1
keep,keep,s,TimeDuration,0
regular,regular,s,SubjectiveTime,0
Hours,hours,c,SubjectiveTime,1
",",",",s,,0
both,both,s,,0
here,here,s,SpaceRelation,0
and,and,s,,0
in,in,s,Positivity,0
Heaven,heaven,c,Positivity,1
.,.,s,,0
In,in,s,,0
the,the,s,,0
Nightime,nightime,c,UNRECOGNIZED,0
",",",",s,,0
I,i,s,FirstPer,0
twinkle,twinkle,s,SenseProperty,0
in,in,n,SenseProperty,0
the,the,s,SenseProperty,1
Sky,sky,c,SenseProperty,2
",",",",s,,0
and,and,s,,0
among,among,s,,0
the,the,s,,0
Gods,gods,c,CommonAuthorities,0
;,;,s,,0
when,when,s,,0
day,day,s,TimeDuration,0
comes,comes,c,ReportingEvents,0
",",",",s,,0
I,i,s,FirstPer,0
converse,converse,s,AbstractConcepts,0
wi,wi,c,UNRECOGNIZED,0
',',s,,0
Mortals,mortals,c,PersonProperty,0
",",",",s,,0
as,as,s,,0
the,the,n,Sequence,0
rest,rest,s,Sequence,1
of,of,s,Sequence,2
the,the,s,Sequence,3
Constellations,constellations,s,AbstractConcepts,0
do,do,c,GenericEvents,0
",",",",s,GenericEvents,1
who,who,s,Question,0
have,have,s,Question,1
the,the,s,Comparison,0
same,same,s,Comparison,1
Commission,commission,s,CommonAuthorities,0
from,from,s,SpaceRelation,0
above,above,c,SpaceRelation,1
.,.,s,,0
Jove,jove,c,,0
",",",",n,,0
the,the,s,Intensity,0
Grand,grand,s,Intensity,1
Monarch,monarch,s,PersonProperty,0
of,of,s,CommonAuthorities,0
Heaven,heaven,s,CommonAuthorities,1
and,and,s,,0
Earth,earth,c,SpaceRelation,0
",",",",s,,0
every,every,s,RecurringEvents,0
day,day,s,RecurringEvents,1
disperses,disperses,s,Transformation,0
us,us,s,Inclusive,0
through,through,s,,0
all,all,n,,0
Countries,countries,c,AbstractConcepts,0
",",",",s,,0
t'inspect,t'inspect,s,UNRECOGNIZED,0
the,the,s,,0
Actions,actions,c,GenericEvents,0
",",",",s,,0
Manners,manners,c,StandardsPos,0
",",",",s,,0
Religion,religion,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
Fidelity,fidelity,s,StandardsPos,0
of,of,s,,0
Mortals,mortals,c,PersonProperty,0
",",",",n,,0
that,that,s,,0
the,the,s,,0
Goddess,goddess,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
Riches,riches,s,Positivity,0
may,may,s,Contingency,0
reward,reward,s,Positivity,0
',',c,,0
em,em,s,SpaceRelation,0
as,as,s,TimeDuration,0
they,they,s,TimeDuration,1
deserve,deserve,c,StandardsPos,0
.,.,s,Question,0
When,when,s,Question,1
ever,ever,s,Biographical_Time,0
we,we,s,,0
meet,meet,s,ReportingEvents,0
wi,wi,c,UNRECOGNIZED,0
',',n,,0
Fellows,fellows,s,PersonProperty,0
who,who,s,,0
hire,hire,s,ReportingEvents,0
Knights,knights,s,PersonProperty,0
of,of,s,PersonProperty,1
the,the,s,PersonProperty,2
Post,post,s,PersonProperty,3
in,in,s,,0
Law-Sutes,law-sutes,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
Rascals,rascals,s,Negativity,0
who,who,s,,0
for,for,s,,0
swear,swear,n,Intensity,0
themselves,themselves,s,PersonPronoun,0
in,in,s,CommonAuthorities,0
Chancery,chancery,c,CommonAuthorities,1
",",",",s,,0
we,we,s,,0
return,return,s,RecurringEvents,0
their,their,s,PersonPronoun,0
Names,names,s,LangRef,0
in,in,s,LangRef,0
writing,writing,s,LangRef,1
to,to,s,,0
Jove,jove,c,,0
",",",",s,,0
who,who,s,,0
each,each,s,RecurringEvents,0
day,day,n,RecurringEvents,1
is,is,s,ReportingStates,0
informed,informed,s,ReportingStates,0
of,of,s,ReportingStates,1
all,all,s,,0
whom,whom,s,PersonProperty,0
the,the,s,PersonProperty,1
Gallows,gallows,s,Negativity,0
groans,groans,s,Negativity,0
for,for,c,,0
.,.,s,,0
He,he,s,Neutral_Attribution,0
knows,knows,s,Neutral_Attribution,1
each,each,s,Inclusive,0
Man,man,s,Inclusive,1
that,that,s,Specifiers,0
is,is,n,Specifiers,1
perjured,perjured,c,StandardsNeg,0
",",",",s,,0
or,or,s,,0
bribes,bribes,s,Negativity,0
his,his,s,PersonPronoun,0
Judge,judge,s,ProjectAhead,0
to,to,s,ProjectAhead,1
gain,gain,s,,0
his,his,s,PersonPronoun,0
Cause,cause,c,Cause,0
;,;,s,,0
upo,upo,c,UNRECOGNIZED,0
',',s,,0
which,which,c,,0
",",",",s,,0
he,he,s,PersonPronoun,0
brings,brings,s,,0
it,it,s,,0
about,about,n,,0
in,in,s,SpaceRelation,0
the,the,s,SpaceRelation,1
upper,upper,s,SpaceRelation,2
Court,court,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
sets,sets,s,,0
a,a,s,,0
severer,severer,s,Comparison,0
Fine,fine,s,Positivity,0
upon,upon,s,,0
his,his,s,PersonPronoun,0
Head,head,s,SenseObject,0
than,than,s,Comparison,0
the,the,s,Comparison,1
loss,loss,s,Sad,0
of,of,s,Sad,1
his,his,n,PersonPronoun,0
Cause,cause,s,Cause,0
would,would,s,Contingency,0
have,have,s,Contingency,1
come,come,s,SpaceRelation,0
to,to,c,SpaceRelation,1
.,.,s,SpaceRelation,2
The,the,s,,0
Names,names,s,AbstractConcepts,0
of,of,s,AbstractConcepts,1
the,the,s,Positivity,0
good,good,s,Positivity,1
Men,men,s,PersonProperty,0
he,he,s,Neutral_Attribution,0
keeps,keeps,s,Neutral_Attribution,1
in,in,s,In_Media,0
a,a,s,In_Media,1
Book,book,s,In_Media,2
by,by,s,In_Media,3
it,it,n,,0
self,self,c,SubjectivePercept,0
.,.,s,,0
Now,now,s,Immediacy,0
these,these,s,Immediacy,0
Rogues,rogues,s,Negativity,0
fool,fool,s,Negativity,0
themselves,themselves,s,PersonPronoun,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
fancy,fancy,s,PrivateThinking,0
that,that,s,PrivateThinking,1
a,a,s,,0
lusty,lusty,s,UNRECOGNIZED,0
Present,present,c,,0
",",",",s,,0
and,and,s,,0
a,a,n,,0
Sacrifice,sacrifice,c,StandardsPos,0
",",",",s,,0
will,will,s,PredictedFuture,0
make,make,s,StandardsPos,0
amends,amends,s,StandardsPos,1
for,for,s,StandardsPos,2
all,all,c,,0
;,;,s,Resistance,0
but,but,s,Resistance,1
they,they,s,,0
lose,lose,s,Negativity,0
their,their,s,Negativity,1
Labor,labor,s,AbstractConcepts,0
and,and,s,,0
Cost,cost,s,AbstractConcepts,0
too,too,c,,0
:,:,n,,0
For,for,s,,0
Jove,jove,s,,0
accepts,accepts,s,StandardsPos,0
not,not,s,DenyDisclaim,0
the,the,s,DenyDisclaim,1
Prayers,prayers,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
perjured,perjured,s,StandardsNeg,0
Villains,villains,c,Negativity,0
.,.,s,Resistance,0
But,but,s,Resistance,1
the,the,s,,0
Prayers,prayers,s,CommonAuthorities,0
of,of,s,CommonAuthorities,1
an,an,n,,0
honest,honest,s,StandardsPos,0
Man's,man's,s,PersonProperty,0
heard,heard,s,Updates,0
a,a,s,,0
thousand,thousand,s,Numbers,0
times,times,s,AbstractConcepts,0
sooner,sooner,s,Comparison,0
than,than,s,Comparison,0
of,of,s,,0
one,one,s,Specifiers,0
of,of,s,Specifiers,1
these,these,s,Specifiers,2
Rascals,rascals,c,Negativity,0
.,.,n,,0
Therefore,therefore,c,ReasonForward,0
",",",",s,,0
good,good,s,,0
Gentlemen,gentlemen,c,Positivity,0
",",",",s,,0
let,let,s,ReportingEvents,0
m,m,c,LangRef,0
',',s,,0
advise,advise,s,ReportingEvents,0
ye,ye,c,OralCues,0
",",",",s,,0
you,you,s,DirectAddress,0
who,who,s,Question,0
are,are,s,Question,1
honest,honest,s,StandardsPos,0
indeed,indeed,c,Intensity,0
",",",",s,,0
and,and,n,,0
have,have,s,RecurringEvents,0
always,always,s,RecurringEvents,1
been,been,s,ProjectBack,0
good,good,s,Intensity,0
and,and,s,Intensity,1
truehearted,truehearted,c,StandardsPos,0
",",",",s,,0
never,never,s,Biographical_Time,0
to,to,s,Biographical_Time,1
recede,recede,s,Motions,0
from,from,s,DirectAddress,0
your,your,s,DirectAddress,1
Principles,principles,c,StandardsPos,0
",",",",n,,0
that,that,s,,0
so,so,s,DirectAddress,0
you,you,s,DirectAddress,1
may,may,s,Contingency,0
have,have,s,Contingency,1
the,the,s,Positivity,0
Comfort,comfort,s,Positivity,1
of,of,s,,0
',',c,,0
em,em,c,SpaceRelation,0
.,.,s,,0
--,--,s,,0
Now,now,c,Updates,0
",",",",s,Updates,1
Gentlemen,gentlemen,s,Positivity,0
I,i,s,SelfDisclosure,0
Am,am,s,SelfDisclosure,1
ready,ready,s,ProjectAhead,0
to,to,s,ProjectAhead,1
wait,wait,n,ProjectAhead,0
upon,upon,s,,0
ye,ye,c,OralCues,0
",",",",s,,0
and,and,s,,0
tell,tell,s,,0
ye,ye,s,OralCues,0
the,the,s,,0
Argument,argument,s,LangRef,0
of,of,s,LangRef,0
the,the,s,LangRef,1
Play,play,nn,LangRef,2
First,first,s,Sequence,0
then,then,c,TimeShift,0
",",",",s,TimeShift,1
Diphilus,diphilus,s,UNRECOGNIZED,0
calls,calls,s,ReportingEvents,0
this,this,s,,0
City,city,c,CommonAuthorities,0
",",",",s,,0
Cyrene,cyrene,c,UNRECOGNIZED,0
.,.,s,SpaceRelation,0
Here,here,s,SpaceRelation,1
dwells,dwells,s,SpaceRelation,0
Demones,demones,s,UNRECOGNIZED,0
in,in,s,,0
the,the,n,,0
Field,field,c,SenseObject,0
",",",",s,,0
in,in,s,SpaceRelation,0
a,a,s,SpaceRelation,1
Neighboring,neighboring,s,SpaceRelation,2
Village,village,s,SenseObject,0
by,by,s,,0
the,the,s,,0
Seaside,seaside,c,SenseObject,0
;,;,s,,0
a,a,s,Positivity,0
good,good,s,Positivity,1
honest,honest,s,StandardsPos,0
well-meaning,well-meaning,n,StandardsPos,0
old,old,s,PersonProperty,0
Gentleman,gentleman,c,PersonProperty,1
",",",",s,,0
forced,forced,s,Resistance,0
to,to,s,Resistance,1
leave,leave,s,,0
Athens,athens,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
take,take,s,Sequence,0
up,up,s,Sequence,1
here,here,c,SpaceRelation,0
.,.,s,,0
',',c,,0
Twas,twas,s,ProjectBack,0
no,no,s,DenyDisclaim,0
ill,ill,s,Negativity,0
Prank,prank,n,SubjectivePercept,0
that,that,s,,0
drove,drove,s,Narrative_Verbs,0
him,him,s,Narrative_Verbs,1
from,from,s,,0
his,his,s,PersonPronoun,0
Country,country,c,AbstractConcepts,0
;,;,s,Resistance,0
but,but,s,Resistance,1
his,his,s,PersonPronoun,0
Generosity,generosity,s,StandardsPos,0
to,to,s,,0
others,others,c,Uncertainty,0
",",",",s,,0
proved,proved,s,Confidence,0
so,so,n,,0
injurious,injurious,s,StandardsNeg,0
to,to,s,,0
himself,himself,c,PersonPronoun,0
",",",",s,,0
as,as,s,Specifiers,0
it,it,s,Specifiers,1
ruined,ruined,s,Negativity,0
his,his,s,PersonPronoun,0
Estate,estate,s,AbstractConcepts,0
at,at,s,SubjectiveTime,0
last,last,c,SubjectiveTime,1
.,.,s,,0
Sometime,sometime,s,Uncertainty,0
since,since,c,,0
",",",",s,,0
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
a,a,n,SubjectivePercept,0
little,little,s,SubjectivePercept,1
Daughter,daughter,c,PersonProperty,0
",",",",s,,0
who,who,s,ProjectBack,0
was,was,s,ProjectBack,1
kidnapp'd,kidnapp'd,s,UNRECOGNIZED,0
away,away,c,,0
",",",",s,,0
and,and,s,,0
sold,sold,s,ReportingEvents,0
to,to,s,ReportingEvents,1
a,a,s,,0
Villainous,villainous,n,StandardsNeg,0
Slave-Merchant,slave-merchant,c,PersonProperty,0
",",",",s,,0
who,who,s,,0
brought,brought,s,Narrative_Verbs,0
her,her,s,Narrative_Verbs,1
home,home,s,SceneShift,0
to,to,s,SceneShift,1
Cyrene,cyrene,c,UNRECOGNIZED,0
.,.,s,,0
Now,now,s,Immediacy,0
it,it,s,PrivateThinking,0
seems,seems,c,PrivateThinking,1
",",",",s,,0
a,a,s,,0
young,young,s,SenseProperty,0
Gentleman,gentleman,n,Positivity,0
of,of,s,Specifiers,0
this,this,s,Specifiers,1
City,city,c,CommonAuthorities,0
",",",",s,,0
and,and,s,ProjectBack,0
formerly,formerly,s,ProjectBack,1
of,of,s,,0
Athens,athens,c,UNRECOGNIZED,0
",",",",s,,0
by,by,s,Contingency,0
chance,chance,s,Contingency,1
spies,spies,s,Motions,0
this,this,s,,0
Girl,girl,s,PersonProperty,0
coming,coming,s,SceneShift,0
from,from,s,SceneShift,1
the,the,n,SceneShift,2
Musick-School,musick-school,c,UNRECOGNIZED,0
",",",",s,,0
and,and,s,,0
immediately,immediately,s,Immediacy,0
is,is,s,Negativity,0
stricken,stricken,s,Negativity,1
with,with,s,,0
her,her,c,PersonPronoun,0
;,;,s,,0
goes,goes,s,ReportingEvents,0
strait,strait,s,AbstractConcepts,0
to,to,s,,0
the,the,n,,0
Merchant,merchant,c,PersonProperty,0
",",",",s,,0
bargains,bargains,s,ReportingEvents,0
with,with,s,ReportingEvents,1
him,him,s,PersonPronoun,0
to,to,s,,0
have,have,s,Cause,0
her,her,s,Cause,1
for,for,s,,0
threescore,threescore,s,TimeDuration,0
and,and,s,,0
fifteen,fifteen,s,Numbers,0
Pounds,pounds,c,Numbers,1
",",",",n,,0
gives,gives,s,,0
him,him,s,PersonPronoun,0
earnest,earnest,c,SubjectivePercept,0
",",",",s,,0
and,and,s,,0
swears,swears,s,Intensity,0
him,him,s,PersonPronoun,0
to,to,s,,0
Fidelity,fidelity,c,StandardsPos,0
.,.,s,,0
Now,now,s,Updates,0
this,this,s,Updates,1
Son,son,s,PersonProperty,0
of,of,s,,0
a,a,s,,0
Whore,whore,c,Negativity,0
",",",",s,,0
like,like,n,Resemblances,0
the,the,s,Resemblances,1
rest,rest,s,,0
of,of,s,,0
his,his,s,PersonPronoun,0
Gang,gang,c,PersonProperty,0
",",",",s,,0
valuing,valuing,s,StandardsPos,0
neither,neither,s,DenyDisclaim,0
Promise,promise,s,StandardsPos,0
nor,nor,s,DenyDisclaim,0
Oath,oath,c,CommonAuthorities,0
",",",",s,,0
goes,goes,s,SceneShift,0
immediately,immediately,s,SceneShift,1
to,to,s,,0
a,a,n,,0
Banker,banker,s,PersonProperty,0
of,of,s,,0
his,his,c,PersonPronoun,0
",",",",s,,0
a,a,s,,0
Sicilian,sicilian,s,UNRECOGNIZED,0
of,of,s,,0
Agrigentium,agrigentium,c,UNRECOGNIZED,0
",",",",s,,0
an,an,s,,0
old,old,s,SenseProperty,0
Rascal,rascal,s,Negativity,0
as,as,s,,0
ill,ill,s,Negativity,0
as,as,s,,0
himself,himself,c,PersonPronoun,0
",",",",s,,0
and,and,n,,0
a,a,s,CommonAuthorities,0
public,public,s,CommonAuthorities,1
Bane,bane,s,Negativity,0
to,to,s,SceneShift,0
the,the,s,SceneShift,1
City,city,c,SceneShift,2
.,.,s,,0
This,this,s,,0
Man,man,s,PersonProperty,0
he,he,s,PersonPronoun,0
wheedles,wheedles,s,SubjectivePercept,0
with,with,s,Specifiers,0
the,the,s,Specifiers,1
huge,huge,s,Intensity,0
Commendations,commendations,s,StandardsPos,0
of,of,n,Specifiers,0
this,this,s,Specifiers,1
Girls,girls,s,PersonProperty,0
Beauty,beauty,c,StandardsPos,0
",",",",s,,0
and,and,s,Specifiers,0
others,others,s,Specifiers,1
he,he,s,ProjectBack,0
had,had,s,ProjectBack,1
with,with,s,,0
him,him,c,PersonPronoun,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
gets,gets,s,Consequence,0
him,him,s,Consequence,1
to,to,s,Consequence,2
go,go,s,SpaceRelation,0
over,over,s,SpaceRelation,1
with,with,s,SpaceRelation,2
him,him,n,PersonPronoun,0
to,to,s,,0
Sicily,sicily,c,UNRECOGNIZED,0
:,:,s,,0
For,for,c,,0
",",",",s,,0
says,says,s,Citations,0
he,he,c,PersonPronoun,0
",",",",s,,0
there,there,s,,0
the,the,s,PersonProperty,0
People,people,s,PersonProperty,1
are,are,s,ReportingStates,0
mightily,mightily,s,Intensity,0
given,given,s,ReportingStates,0
to,to,s,ReportingStates,1
their,their,n,ReportingStates,2
Pleasures,pleasures,c,Positivity,0
",",",",s,,0
and,and,s,,0
Women,women,s,PersonProperty,0
are,are,s,ReportingStates,0
their,their,s,ReportingStates,1
best,best,s,Comparison,0
Commodity,commodity,c,AbstractConcepts,0
",",",",s,ReasonForward,0
so,so,s,ReasonForward,1
you,you,s,DirectAddress,0
may,may,s,DirectAddress,1
get,get,s,,0
an,an,s,,0
Estate,estate,s,AbstractConcepts,0
in,in,s,,0
a,a,n,SubjectiveTime,0
little,little,s,SubjectiveTime,1
time,time,c,SubjectiveTime,2
.,.,s,,0
Upo,upo,c,UNRECOGNIZED,0
',',s,,0
which,which,c,,0
",",",",s,,0
a,a,s,SenseObject,0
Ship,ship,s,SenseObject,1
is,is,s,ReportingStates,0
prepared,prepared,s,ReportingEvents,0
underhand,underhand,c,Negativity,0
;,;,s,,0
the,the,s,,0
Merchant,merchant,s,PersonProperty,0
claps,claps,s,SenseProperty,0
all,all,n,Generalization,0
his,his,s,Generalization,1
Effect,effect,s,Consequence,0
on,on,s,Consequence,1
board,board,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
flams,flams,s,UNRECOGNIZED,0
off,off,s,Negativity,0
the,the,s,Negativity,1
young,young,s,SenseProperty,0
Gentleman,gentleman,c,Positivity,0
",",",",s,,0
who,who,s,,0
bought,bought,s,ReportingEvents,0
this,this,s,,0
Girl,girl,c,PersonProperty,0
",",",",n,,0
with,with,s,Specifiers,0
a,a,s,Specifiers,1
pretense,pretense,s,SubjectivePercept,0
he,he,s,PersonPronoun,0
was,was,s,ProjectBack,0
going,going,s,ProjectAhead,0
to,to,s,ProjectAhead,1
perform,perform,s,ReportingEvents,0
a,a,s,,0
Vow,vow,s,Intensity,0
to,to,s,Intensity,1
Venus,venus,c,UNRECOGNIZED,0
.,.,s,,0
--,--,s,,0
This,this,s,,0
Temple,temple,s,SenseObject,0
here,here,c,SpaceRelation,0
",",",",s,SpaceRelation,1
is,is,n,ReportingStates,0
the,the,s,ReportingStates,1
Place,place,c,SpaceRelation,0
;,;,s,,0
where,where,s,SpaceRelation,0
he,he,s,SpaceRelation,1
has,has,s,,0
invited,invited,s,Narrative_Verbs,0
the,the,s,Narrative_Verbs,1
Spark,spark,s,SenseObject,0
to,to,s,SceneShift,0
Dinner,dinner,c,SceneShift,1
.,.,s,,0
He,he,s,PersonPronoun,0
immediately,immediately,s,Immediacy,0
gets,gets,s,ReportingEvents,0
on,on,n,ReportingEvents,1
board,board,c,AbstractConcepts,0
",",",",s,,0
and,and,s,,0
carries,carries,s,ReportingEvents,0
off,off,s,ReportingEvents,1
Bag,bag,s,SenseObject,0
and,and,s,SenseObject,1
Baggage,baggage,c,SenseObject,2
.,.,s,,0
The,the,s,PersonProperty,0
Gentleman,gentleman,s,PersonProperty,1
upon,upon,s,,0
hearing,hearing,s,SubjectivePercept,0
of,of,s,SubjectivePercept,1
this,this,n,,0
News,news,c,Updates,0
",",",",s,,0
goes,goes,s,ReportingEvents,0
strait,strait,s,AbstractConcepts,0
to,to,s,,0
the,the,s,,0
Haven,haven,c,Positivity,0
",",",",s,,0
and,and,s,,0
there,there,s,,0
finds,finds,s,ReportingEvents,0
the,the,s,SenseObject,0
Ship,ship,s,SenseObject,1
got,got,s,SceneShift,0
clear,clear,s,SceneShift,1
off,off,s,SpaceRelation,0
from,from,s,SpaceRelation,1
the,the,n,SpaceRelation,2
Shore,shore,c,SenseObject,0
.,.,s,,0
--,--,s,,0
I,i,c,FirstPer,0
",",",",s,,0
seeing,seeing,s,,0
the,the,s,PersonProperty,0
Girl,girl,s,PersonProperty,1
thus,thus,s,ReasonForward,0
forced,forced,s,Resistance,0
away,away,c,Resistance,1
",",",",s,,0
resolved,resolved,s,ReportingEvents,0
at,at,s,Immediacy,0
once,once,s,Immediacy,1
to,to,s,StandardsPos,0
save,save,s,StandardsPos,1
her,her,c,PersonPronoun,0
",",",",n,,0
and,and,s,,0
ruin,ruin,s,Negativity,0
the,the,s,Negativity,0
Rascal,rascal,c,Negativity,1
.,.,s,,0
Therefore,therefore,s,ReasonForward,0
I,i,s,FirstPer,0
stirred,stirred,s,Motions,0
up,up,s,Motions,1
the,the,s,,0
blustering,blustering,s,Negativity,0
Winds,winds,c,SenseProperty,0
",",",",s,,0
and,and,s,,0
swelled,swelled,n,Transformation,0
the,the,s,Transformation,1
Oceans,oceans,s,SenseObject,0
Waves,waves,c,SenseObject,0
:,:,s,,0
For,for,s,,0
Arcturus,arcturus,s,UNRECOGNIZED,0
is,is,s,ReportingStates,0
the,the,s,ReportingStates,1
most,most,s,Comparison,0
turbulent,turbulent,s,Negativity,0
Constellation,constellation,s,AbstractConcepts,0
in,in,s,,0
the,the,n,,0
Heavens,heavens,c,Positivity,0
;,;,s,,0
outrageous,outrageous,s,Anger,0
when,when,s,,0
rising,rising,c,Motions,0
",",",",s,Resistance,0
but,but,s,Resistance,1
more,more,s,Comparison,0
outrageous,outrageous,s,Anger,0
sitting,sitting,c,SenseProperty,0
.,.,s,,0
--,--,s,,0
At,at,s,Immediacy,0
present,present,c,Immediacy,1
",",",",n,,0
both,both,s,,0
Merchant,merchant,s,PersonProperty,0
and,and,s,,0
Guest,guest,s,PersonProperty,0
are,are,s,ReportingStates,0
thrown,thrown,s,ReportingEvents,0
upon,upon,s,,0
a,a,s,SenseObject,0
Rock,rock,c,SenseObject,1
",",",",s,Aside,0
which,which,s,Aside,1
split,split,s,Narrative_Verbs,0
their,their,s,Narrative_Verbs,1
Ship,ship,s,SenseObject,0
in,in,n,SenseProperty,0
pieces,pieces,c,SenseProperty,1
.,.,s,,0
This,this,s,,0
Girl,girl,s,PersonProperty,0
I,i,s,FirstPer,0
told,told,s,ReportingEvents,0
y,y,c,LangRef,0
',',s,,0
of,of,c,,0
",",",",s,,0
and,and,s,Specifiers,0
another,another,s,Specifiers,1
with,with,s,,0
her,her,c,PersonPronoun,0
",",",",s,,0
in,in,s,Negativity,0
a,a,s,Negativity,1
fright,fright,c,Negativity,2
",",",",s,,0
are,are,s,ReportingStates,0
leaped,leaped,n,ReportingEvents,0
into,into,s,Transformation,0
the,the,s,Transformation,1
little,little,s,SenseProperty,0
Boat,boat,c,SenseObject,0
;,;,s,,0
and,and,s,,0
are,are,s,Immediacy,0
now,now,s,Immediacy,1
driven,driven,s,Cause,0
by,by,s,Cause,1
the,the,s,Cause,2
Tide,tide,c,SenseObject,0
",",",",s,,0
from,from,s,,0
the,the,s,SenseObject,0
Rock,rock,s,SenseObject,1
toward,toward,s,SpaceRelation,0
the,the,n,SpaceRelation,1
Shore,shore,c,SenseObject,0
",",",",s,,0
and,and,s,,0
old,old,s,SenseProperty,0
Demones,demones,c,UNRECOGNIZED,0
',',s,,0
s,s,s,LangRef,0
House,house,c,SenseObject,0
",",",",s,Aside,0
which,which,s,Aside,1
is,is,s,Immediacy,0
now,now,s,Immediacy,1
unroof'd,unroof'd,s,UNRECOGNIZED,0
by,by,s,SenseProperty,0
the,the,s,SenseProperty,1
Wind,wind,c,SenseProperty,2
;,;,s,,0
and,and,s,,0
this,this,s,ReportingStates,0
is,is,n,ReportingStates,1
one,one,s,Specifiers,0
of,of,s,Specifiers,1
